stm_car_user,Status,Date,ID,Title,Tipo,stm_genuine_price,Marca,Modelo,Versao,ymfc,"Ano Modelo",mileage,Cambio,Combustivel,Cor,Portas,Estilo,additional_features,"Image URL",Content,"Post Type",stm_car_location,stm_lat_car_admin,stm_lng_car_admin,car_mark_as_sold,registration_date,sale_price,"Author ID",vin_number,Motor,title_custom,km_custom,"OP custom"
3,publish,20210507,24968,"Hyundai HB20S",Usado,53900,Hyundai,HB20S,,2014,2014,145317,Automático,Flex,Prata,4,Sedan,"Ar condicionado,Alarme,Vidro elétrico,Trava elétrica,Air bag,ABS, Rodas de liga leve","http://www.noroestemotors.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-04-30-at-17.33.20-2.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-04-30-at-17.33.20-3.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-04-30-at-17.33.19.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-04-30-at-17.33.19-2.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-04-30-at-17.33.19-1.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-04-30-at-17.33.18.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-04-30-at-17.33.20-1.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-04-30-at-17.33.21-1.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-04-30-at-17.33.21.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-04-30-at-17.34.32.jpeg","HB20S 1.6 PREMIUM AUTOMÁTICO ANO 2014/2014 - R$ 50.900
- ar-condicionado
- direção hidráulica
- computador de bordo
- Kit Multimídia 
- alarme 
- travas elétricas
- vidros elétricos dianteiros
- vidros elétricos traseiros
- conexão usb
- retrovisores elétricos
- sensor de estacionamento traseiro
- seta retrovisores
- Faróis de neblina 
- airbag motorista
- airbag passageiro 
- freios ABS 
- volante com regulagem de altura 
- banco do motorista com regulagem de altura 
- encosto cabeça traseiro
- desemb. traseiro
- comando interno do portas-malas
- comando interno da tampa do tanque
- roda de liga leve - 185/60 R15
- KM - 145317
- engate de reboque
Tel.: (38) 3676-7522
       (38) 9.9810-7913 (Waldeon)
       (38) 9.9928-0185 (Nelson) 
       (38) 9.9835-2610 (Lucas)
Av. Governador Valadares, 1580, Centro, Unaí-MG (próximo à praça São Cristóvão",listings,UNAI-MG,,,on,,,3,"1.6 PREMIUM",1.6,"Hyundai HB20S  1.6 Premium     ",145317,"ABS|Air bag|Alarme|Ar condicionado|Rodas de liga leve|Trava elétrica|Vidro elétrico"
3,publish,20210507,24980,"Chevrolet Cobalt",Usado,40900,Chevrolet,Cobalt,,2012,2013,92360,Automático,Flex,Branco,4,Sedan,"Ar condicionado,Alarme,Direção hidráulica,Vidro elétrico,Trava elétrica, Som mp3,Air bag,ABS, Rodas de liga leve","http://www.noroestemotors.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-05-06-at-16.20.48-2.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-05-06-at-16.20.48-1.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-05-06-at-16.20.48.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-05-06-at-16.20.49-1.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-05-06-at-16.20.49-2.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-05-06-at-16.20.49.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-05-06-at-16.20.50-1.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-05-06-at-16.20.50.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-05-06-at-16.20.51-1.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-05-06-at-16.20.51-2.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-05-06-at-16.20.50-2.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-05-06-at-16.20.51.jpeg","COBALT LT 1.8 AUTOMÁTICO FLEX ANO 2012/2013 - R$ 40.900
- ar-condicionado
- direção hidráulica
- computador de bordo
- controle de velocidade
- farol de neblina
- freio ABS
- air bag duplo
- air bag motorista
- cd player com MP3
- alarme
- vidros elétricos dianteiros
- travas elétricas
- volante com regulagem de altura
- banco do motorista com ajuste de altura
- encosto cabeça traseiro
- desemb. traseiro
- sensor de estacionamento traseiro
- porta mala traseiro elétrico
- rodas de liga leve  195/65 R15
- KM - 92360
Tel.: (38) 3676-7522
(38) 9.9810-7913 (Waldeon)
(38) 9.9928-0185 (Nelson)
(38) 9.9835-2610 (Lucas)
Av. Governador Valadares, 1580, Centro, Unaí-MG (próximo à praça São Cristóvão",listings,UNAI-MG,,,on,,,3,"LT 1.8",1.8,"Chevrolet Cobalt  LT 1.8     ",92360,"ABS|Air bag|Alarme|Ar condicionado|Direção hidráulica|Rodas de liga leve|Som mp3|Trava elétrica|Vidro elétrico"
46,publish,20210510,25029,"Chevrolet S10",Usado,118900,Chevrolet,S10,,2014,2014,106432,Automático,Diesel,Prata,4,Picape,"Ar condicionado,Alarme,Direção hidráulica,Vidro elétrico,Trava elétrica, Som mp3,Air bag,ABS, Rodas de liga leve,Bancos em couro,Pintura metálica,Sensor estacionamento","http://www.noroestemotors.com/wp-content/uploads/2021/05/FEAAC518-C3BC-4267-B620-BB278A4EB171.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/57C19CAA-4624-488E-86FF-FFA8F6972900.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/B3F08646-63DF-4B32-99D2-9660A111846D.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/A0A7834B-CF2C-47F9-A33C-9EB6A0DA6676.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/9548EEA6-0A4A-4B5D-B51B-7CCEEFA28AAE.jpeg",N/A,listings,Unai,,,on,,,46,LT,2.8,"Chevrolet S10  2.8 LT      ",106432,"ABS|Air bag|Alarme|Ar condicionado|Bancos em couro|Direção hidráulica|Pintura metálica|Rodas de liga leve|Sensor estacionamento|Som mp3|Trava elétrica|Vidro elétrico"
46,publish,20210512,25063,"Chevrolet Onix",Usado,48900,Chevrolet,Onix,,2019,2019,50765,Manual,Flex,Branco,4,Hatchback,"Ar condicionado,Alarme,Direção elétrica,Vidro elétrico,Trava elétrica, Som mp3,Air bag,ABS,Pintura metálica","http://www.noroestemotors.com/wp-content/uploads/2021/05/9368E833-3438-4729-8FE7-C4BA18C1D897.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/87778E1C-5E2C-4412-AFEF-1E801359EC60.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/0B75854D-913A-45D5-815B-8B9670528D8B.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/E5F61236-845A-4C72-87FF-0956B00481DF.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/1558D234-2CFA-4CE7-8AB5-E4A3475BB58E.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/6D323324-6F39-43DD-9DD7-5195DEB41933.jpeg",N/A,listings,Unai,,,on,,,46,JOY,1.0,"Chevrolet Onix  1.0 JOY      ",50765,"ABS|Air bag|Alarme|Ar condicionado|Direção elétrica|Pintura metálica|Som mp3|Trava elétrica|Vidro elétrico"
46,publish,20210512,25071,"Chevrolet Onix",Usado,53900,Chevrolet,Onix,,2019,2019,60432,Manual,Flex,Branco,4,Hatchback,"Direção elétrica,Vidro elétrico,Trava elétrica, Som mp3,Air bag,ABS,Pintura metálica","http://www.noroestemotors.com/wp-content/uploads/2021/05/13D14027-BCB1-461E-92B9-8AA9370B507C.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/F30A558E-9D6F-4423-8E9C-0CFF3BF2549D.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/E6524C0F-6CC4-4EB8-8172-7EC18948ED03.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/3BA89A8A-7453-44F1-BCD7-47F71E1820BE.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/4893CC18-BB11-4B45-A01F-66662DDAC95D.jpeg",N/A,listings,Unai,,,on,,,46,LT,1.0,"Chevrolet Onix  1.0 LT      ",60432,"ABS|Air bag|Direção elétrica|Pintura metálica|Som mp3|Trava elétrica|Vidro elétrico"
46,publish,20210512,25078,"Volkswagen Voyage",Usado,42900,Volkswagen,Voyage,,2014,2015,105643,Manual,Flex,Prata,4,Sedan,"Ar condicionado,Alarme,Direção hidráulica,Vidro elétrico,Trava elétrica, Som mp3,Air bag,ABS, Rodas de liga leve,Pintura metálica,Sensor estacionamento","http://www.noroestemotors.com/wp-content/uploads/2021/05/A402D0D7-E89F-4271-BACD-55CA7D4A420A.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/222EB0CE-1B30-4DA3-961B-F31BB6174428.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/D8CA95D5-2713-42B0-8D92-AB4D37F79C1D.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/3DA0FE49-A3A4-4C12-A7CE-5073FE8C4151.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/8B0B0C9E-F0BA-437F-876F-02EDC15277C0.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/259B6288-622D-481A-AAA2-8E723C897620.jpeg",N/A,listings,Unai,,,on,,,46,COMFORTLINE,1.6,"Volkswagen Voyage  1.6 Comfortline      ",105643,"ABS|Air bag|Alarme|Ar condicionado|Direção hidráulica|Pintura metálica|Rodas de liga leve|Sensor estacionamento|Som mp3|Trava elétrica|Vidro elétrico"
46,publish,20210512,25086,"Fiat Strada",Usado,84900,Fiat,Strada,,2019,2020,31456,Manual,Flex,Branco,4,Picape,"Ar condicionado,Alarme,Direção hidráulica,Vidro elétrico,Trava elétrica, Som mp3,Air bag,ABS, Rodas de liga leve,Pintura metálica,Sensor estacionamento","http://www.noroestemotors.com/wp-content/uploads/2021/05/A612D903-B8F4-4593-8C81-1807C7611751.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/02A167EA-1C7F-47AA-8C0E-620DD72ACA2F.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/A98B4683-24C2-4EE1-850C-EFB13AF1986B.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/3548DCFD-7B4B-4AEC-B058-BA483595E6F6.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/787150DD-37EF-469C-B45E-173B194BF467.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/AC02025A-0D73-45E3-A0EF-42C3562DCB61.jpeg",N/A,listings,Unai,,,on,,,46,FREEDOM,1.4,"Fiat Strada  1.4 Freedom      ",31456,"ABS|Air bag|Alarme|Ar condicionado|Direção hidráulica|Pintura metálica|Rodas de liga leve|Sensor estacionamento|Som mp3|Trava elétrica|Vidro elétrico"
46,publish,20210520,25208,"Fiat Strada",Usado,78900,Fiat,Strada,,2019,2020,50543,Manual,Flex,Cinza,4,Picape,"Ar condicionado,Alarme,Direção hidráulica,Vidro elétrico,Trava elétrica, Som mp3,Air bag,ABS, Rodas de liga leve,Pintura metálica,Sensor estacionamento","http://www.noroestemotors.com/wp-content/uploads/2021/05/BBA5ED04-4ED4-42F9-AF52-0981A237DEA3.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/39513ABE-E2BA-41AD-9666-C564699633DD.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/10AF2EEC-D31E-414E-82C4-05F5A8C04C66.jpeg",N/A,listings,Unai,,,on,,,46,FREEDOM,1.4,"Fiat Strada  1.4 Freedom      ",50543,"ABS|Air bag|Alarme|Ar condicionado|Direção hidráulica|Pintura metálica|Rodas de liga leve|Sensor estacionamento|Som mp3|Trava elétrica|Vidro elétrico"
46,publish,20210520,25213,"Hyundai HB20",Usado,45900,Hyundai,HB20,,2013,2013,72435,Automático,Flex,Cinza,4,Hatchback,"Ar condicionado,Alarme,Direção elétrica,Vidro elétrico,Trava elétrica, Som mp3,Air bag,ABS, Rodas de liga leve,Pintura metálica,Sensor estacionamento","http://www.noroestemotors.com/wp-content/uploads/2021/05/AABD166B-7FC3-41B0-9180-E5FFFBC2A1BF.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/BBB659CF-E997-432D-AC26-02D5706AA3BC.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/C8325481-F4BD-4954-86BA-6877EA3DFE0F.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/1C64EBEA-A6FB-45C2-A8C7-A32E704A2AAA.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/648E1E38-1CEE-4516-A573-40E010F38A2D.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/309E4127-8BCF-420A-8B2A-645E905CC2EC.jpeg",N/A,listings,Unai,,,on,,,46,COMFORT,1.6,"Hyundai HB20  1.6 Comfort      ",72435,"ABS|Air bag|Alarme|Ar condicionado|Direção elétrica|Pintura metálica|Rodas de liga leve|Sensor estacionamento|Som mp3|Trava elétrica|Vidro elétrico"
46,publish,20210520,25221,"Fiat Toro",Usado,84900,Fiat,Toro,,2016,2017,34678,Automático,Flex,Prata,4,Picape,"Ar condicionado,Alarme,Direção elétrica,Vidro elétrico,Trava elétrica, Som mp3,Air bag,ABS, Rodas de liga leve,Bancos em couro,Pintura metálica,Sensor estacionamento","http://www.noroestemotors.com/wp-content/uploads/2021/05/92C2BE56-5D3F-464B-883B-C87E49706E40.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/44B921C0-6E6E-4F3D-9589-FAD53B7152A2.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/B197C489-6364-4B1C-A2EC-BE3E3BB9975B.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/E3EB786D-2E50-4E23-92F5-75691995BEE5.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/24918035-E37E-4314-AA17-15C87BDF01D2.jpeg",N/A,listings,Unai,,,on,,,46,"OPENIG EDITION",1.8,"Fiat Toro  1.8 Openig Edition     ",34678,"ABS|Air bag|Alarme|Ar condicionado|Bancos em couro|Direção elétrica|Pintura metálica|Rodas de liga leve|Sensor estacionamento|Som mp3|Trava elétrica|Vidro elétrico"
46,publish,20210520,25228,"Fiat Mobi",Usado,38900,Fiat,Mobi,,2017,2017,11487,Manual,Flex,Branco,4,Hatchback,"Ar condicionado,Alarme,Direção elétrica,Vidro elétrico,Trava elétrica, Som mp3,Air bag,ABS,Pintura metálica","http://www.noroestemotors.com/wp-content/uploads/2021/05/F244EEA5-2C29-4E2B-8119-686F0C31E63B.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/606775D3-DD3D-4C99-B6D0-D6067227CC28.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/6995E6D4-3338-4BFD-8B3D-58141B72FCEF.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/5971679C-FA40-4839-BB65-91BF7D616643.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/8BD268BD-D6C5-4365-A427-07BEAF882F32.jpeg",N/A,listings,Unai,,,on,,,46,DRIVE,1.0,"Fiat Mobi  1.0 Drive      ",11487,"ABS|Air bag|Alarme|Ar condicionado|Direção elétrica|Pintura metálica|Som mp3|Trava elétrica|Vidro elétrico"
46,publish,20210520,25235,"Volkswagen Saveiro",Usado,69900,Volkswagen,Saveiro,,2015,2016,104356,Manual,Flex,Branco,4,Picape,"Ar condicionado,Alarme,Direção hidráulica,Vidro elétrico,Trava elétrica, Som mp3,Air bag,ABS, Rodas de liga leve,Bancos em couro,Pintura metálica,Sensor estacionamento","http://www.noroestemotors.com/wp-content/uploads/2021/05/FF900FC0-C6CD-4615-9B9A-C6C4C246B567.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/5A9274A1-B8A3-4821-86BD-639889967FEE.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/7CC25335-E409-4998-AEEA-9CF7465AF208.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/C603DB3A-B5F7-4024-A86E-E13A527F891C.jpeg",N/A,listings,Unai,,,on,,,46,CROSS,1.6,"Volkswagen Saveiro  1.6 Cross      ",104356,"ABS|Air bag|Alarme|Ar condicionado|Bancos em couro|Direção hidráulica|Pintura metálica|Rodas de liga leve|Sensor estacionamento|Som mp3|Trava elétrica|Vidro elétrico"
46,publish,20210520,25241,"Fiat Toro",Usado,117900,Fiat,Toro,,2016,2017,115025,Automático,Diesel,Branco,4,Picape,"Ar condicionado,Alarme,Direção elétrica,Vidro elétrico,Trava elétrica, Som mp3,Air bag,ABS, Rodas de liga leve,Bancos em couro,Pintura metálica,Sensor estacionamento","http://www.noroestemotors.com/wp-content/uploads/2021/05/15040A52-E72A-4A6F-8B9A-BAA788E9434B.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/F2B23E45-1CF5-4981-AFAF-671E5F76F54B.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/CA55F0F6-D1AB-4399-A214-5F654A708409.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/B15D9AA4-3158-48FF-9524-E40B6EE37E54.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/2BC9E7F0-54D8-44D8-B248-51C6B4B39B8B.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/4EBEBBC2-25A0-4018-B908-5301C06F8C80.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/F163C0AA-D188-4AD0-88CC-D1F5BC71C6EF.jpeg",N/A,listings,Unai,,,on,,,46,VOLCANO,2.0,"Fiat Toro  2.0 Volcano      ",115025,"ABS|Air bag|Alarme|Ar condicionado|Bancos em couro|Direção elétrica|Pintura metálica|Rodas de liga leve|Sensor estacionamento|Som mp3|Trava elétrica|Vidro elétrico"
3,publish,20210521,25275,"Ford Fiesta",Usado,28900,Ford,Fiesta,,2013,2014,68514,Manual,Flex,Preto,4,Hatchback,"Ar condicionado,Alarme,Direção hidráulica,Vidro elétrico,Trava elétrica, Som mp3","http://www.noroestemotors.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-05-19-at-17.25.53-2.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-05-19-at-17.25.52-1.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-05-19-at-17.25.52.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-05-19-at-17.25.53-1.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-05-19-at-17.25.52-2.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-05-19-at-17.25.53.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-05-19-at-17.25.54.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-05-19-at-17.25.55.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-05-19-at-17.25.55-1.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-05-19-at-17.25.54-2.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-05-19-at-17.25.54-3.jpeg","FIESTA HATCH SE 1.0  FLEX ANO 2013/2014 - R$ 28.900
- direção hidráulica
- ar condicionado
- cd player com MP3
- alarme
- travas elétricas
- vidros elétricos dianteiro
- encosto cabeça traseiro
- desemb. traseiro
- limpador do vidro traseiro
- KM - 68514
Tel.: (38) 3676-7522
(38) 9.9810-7913 (Waldeon)
(38) 9.9928-0185 (Nelson)
(38) 9.9835-2610 (Lucas)
Av. Governador Valadares, 1580, Centro, Unaí-MG (próximo à praça São Cristóvão).",listings,UNAI-MG,,,on,,,3,"HATCH SE 1.0",1.0,"Ford Fiesta  Hatch SE 1.0    ",68514,"Alarme|Ar condicionado|Direção hidráulica|Som mp3|Trava elétrica|Vidro elétrico"
3,publish,20210524,25351,"Nissan Frontier",Usado,119700,Nissan,Frontier,,2014,2015,178161,Automático,Diesel,Branco,4,Picape,"Ar condicionado,Alarme,Direção hidráulica,Vidro elétrico,Trava elétrica, Som mp3,Air bag,ABS, Rodas de liga leve,Bancos em couro","http://www.noroestemotors.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-05-21-at-15.43.32.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-05-21-at-15.43.32-1.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-05-21-at-15.43.31.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-05-21-at-15.56.27.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-05-21-at-15.56.27-1.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-05-21-at-15.56.26.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-05-21-at-15.43.34.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-05-21-at-15.43.35.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-05-21-at-15.43.35-1.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-05-21-at-15.43.34-1.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-05-21-at-15.43.34-3.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-05-21-at-15.43.34-2.jpeg","FRONTIER 2.5 CD 4X4 SL AUTOMÁTICA 2014/2015 - R$ 119.700
- ar condicionado
- direção hidráulica
- computador de bordo
- Kit Multimídia
- chave presencial
- controle automático de velocidade
- controle de estabilidade
- Comando de áudio no volante
- alarme
- travas elétricas
- vidros elétricos dianteiros
- vidros elétricos traseiros
- farol de neblina
- airbag motorista
- airbag passageiro
- freios ABS
- volante com regulagem de altura
- banco com regulagem de altura
- encosto cabeça traseiro
- bancos de couro
- capota maritima
- Sensor de estacionamento traseiro
- rodas de liga leve - 265/60 R18
- engate para reboque
- estribo lado esquerdo e direito
- KM - 178161
- estribo lado esquerdo e direito
Tel.: (38) 3676-7522
(38) 9.9810-7913 (Waldeon)
(38) 9.9928-0185 (Nelson)
(38) 9.9835-2610 (Lucas)
Av. Governador Valadares, 1580, Centro, Unaí-MG (próximo à praça São Cristóvão).",listings,UNAI-MG,,,on,,,3,"2.5 CD 4X4 SL",2.5,"Nissan Frontier  2.5 CD 4X4 SL   ",178161,"ABS|Air bag|Alarme|Ar condicionado|Bancos em couro|Direção hidráulica|Rodas de liga leve|Som mp3|Trava elétrica|Vidro elétrico"
50,publish,20210525,25423,"Volkswagen Gol",Usado,32500,Volkswagen,Gol,,2012,2013,90963,Manual,Flex,Branco,4,Van/Utilitário,"Ar condicionado,Alarme,Direção hidráulica,Direção elétrica,Vidro elétrico,Trava elétrica, Som mp3,Air bag,ABS, DVD player","http://www.noroestemotors.com/wp-content/uploads/2021/05/gol-g6-1.6-2013-2.jpg,http://www.noroestemotors.com/wp-content/uploads/2021/05/gol-g6-1.6-2013-3.jpg,http://www.noroestemotors.com/wp-content/uploads/2021/05/gol-g6-1.6-2013.jpg,http://www.noroestemotors.com/wp-content/uploads/2021/05/gol-g6-1.6-2013-4.jpg","GOL G6 1.6 POWER  COMPLETO 2012/2013",listings,"butitis mg",,,,,,50,"gol g6",1.6,"Volkswagen Gol  1.6 GOL G6     ",90963,"ABS|Air bag|Alarme|Ar condicionado|Direção elétrica|Direção hidráulica|DVD player|Som mp3|Trava elétrica|Vidro elétrico"
3,publish,20210526,25455,"Fiat Grand Siena",Usado,43900,Fiat,"Grand Siena",,2016,2016,71598,Manual,Flex,Branco,4,Sedan,"Ar condicionado,Alarme,Direção hidráulica,Vidro elétrico,Trava elétrica, Som mp3, Rodas de liga leve","http://www.noroestemotors.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-05-24-at-09.55.31.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-05-24-at-09.55.39.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-05-24-at-09.55.38.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-05-24-at-09.55.39-1.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-05-24-at-09.55.40-1.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-05-24-at-09.55.40.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-05-24-at-09.55.40-3.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-05-24-at-09.56.05.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-05-24-at-09.55.41.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-05-24-at-09.55.40-2.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-05-24-at-09.55.40-4.jpeg,http://www.noroestemotors.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-05-24-at-09.55.41-1.jpeg","GRAND SIENA EVO ATTRACTIVE 1.4 FLEX ANO 2016/2016 - R$ 43.900
- ar condicionado
- direção hidráulica
- computador de bordo
- cd player com MP3
- Comando de áudio no volante
- alarme
- travas elétricas
- vidros elétricos dianteiros
- vidros elétricos traseiros
- farol de neblina
- airbag motorista
- airbag passageiro 
- freios ABS
- volante com regulagem de altura 
- encosto cabeça traseiro
- Sensor de estacionamento traseiro
- porta mala elétrico
- rodas de liga leve - 185/60 R15
- KM - 71598
Tel.: (38) 3676-7522
       (38) 9.9810-7913 (Waldeon)
       (38) 9.9928-0185 (Nelson) 
       (38) 9.9835-2610 (Lucas)
Av. Governador Valadares, 1580, Centro, Unaí-MG (próximo à praça São Cristóvão).",listings,UNAI-MG,,,on,,,3,"EVO ATTRACTIVE 1.4",1.4,"Fiat Grand Siena  EVO Attractive 1.4    ",71598,"Alarme|Ar condicionado|Direção hidráulica|Rodas de liga leve|Som mp3|Trava elétrica|Vidro elétrico"
